P:(1/3,1/3,w)|2P₁(1)|2P₁(1)|2P₃(1)|2P₃(1)|2P₂(1)|2P₂(1)|2P₁(1)|2P₁(1)|2P₃(1)|2P₃(1)|2P₂(1)|2P₂(1)|P₂(1)⊕P₃(1)|P₂(1)⊕P₃(1)|P₁(1)⊕P₂(1)|P₁(1)⊕P₂(1)|P₁(1)⊕P₃(1)|P₁(1)⊕P₃(1)|P₂(1)⊕P₃(1)|P₂(1)⊕P₃(1)|P₁(1)⊕P₂(1)|P₁(1)⊕P₂(1)|P₁(1)⊕P₃(1)|P₁(1)⊕P₃(1)|2P₁(1)⊕2P₂(1)⊕2P₃(1)|2P₁(1)⊕2P₂(1)⊕2P₃(1)|2P₄ˢ(1)|2P₆ˢ(1)|2P₅ˢ(1)|2P₄ˢ(1)|2P₅ˢ(1)|2P₆ˢ(1)|2P₅ˢ(1)|2P₅ˢ(1)|2P₆ˢ(1)|2P₆ˢ(1)|2P₄ˢ(1)|2P₄ˢ(1)|P₅ˢ(1)⊕P₆ˢ(1)|P₄ˢ(1)⊕P₅ˢ(1)|P₄ˢ(1)⊕P₆ˢ(1)|P₅ˢ(1)⊕P₆ˢ(1)|P₄ˢ(1)⊕P₆ˢ(1)|P₄ˢ(1)⊕P₅ˢ(1)|P₅ˢ(1)⊕P₆ˢ(1)|P₄ˢ(1)⊕P₅ˢ(1)|P₄ˢ(1)⊕P₆ˢ(1)|P₅ˢ(1)⊕P₆ˢ(1)|P₄ˢ(1)⊕P₆ˢ(1)|P₄ˢ(1)⊕P₅ˢ(1)|2P₄ˢ(1)⊕2P₅ˢ(1)⊕2P₆ˢ(1)|2P₄ˢ(1)⊕2P₅ˢ(1)⊕2P₆ˢ(1)
B:(u,v,0)|2B₁(1)|2B₂(1)|2B₁(1)|2B₂(1)|2B₁(1)|2B₂(1)|B₁(1)⊕B₂(1)|B₁(1)⊕B₂(1)|B₁(1)⊕B₂(1)|B₁(1)⊕B₂(1)|B₁(1)⊕B₂(1)|B₁(1)⊕B₂(1)|2B₁(1)|2B₂(1)|2B₁(1)|2B₂(1)|2B₁(1)|2B₂(1)|2B₁(1)|2B₂(1)|2B₁(1)|2B₂(1)|2B₁(1)|2B₂(1)|3B₁(1)⊕3B₂(1)|3B₁(1)⊕3B₂(1)|2B₄ˢ(1)|2B₄ˢ(1)|2B₄ˢ(1)|2B₃ˢ(1)|2B₃ˢ(1)|2B₃ˢ(1)|B₃ˢ(1)⊕B₄ˢ(1)|B₃ˢ(1)⊕B₄ˢ(1)|B₃ˢ(1)⊕B₄ˢ(1)|B₃ˢ(1)⊕B₄ˢ(1)|B₃ˢ(1)⊕B₄ˢ(1)|B₃ˢ(1)⊕B₄ˢ(1)|2B₄ˢ(1)|2B₄ˢ(1)|2B₄ˢ(1)|2B₃ˢ(1)|2B₃ˢ(1)|2B₃ˢ(1)|2B₄ˢ(1)|2B₄ˢ(1)|2B₄ˢ(1)|2B₃ˢ(1)|2B₃ˢ(1)|2B₃ˢ(1)|3B₃ˢ(1)⊕3B₄ˢ(1)|3B₃ˢ(1)⊕3B₄ˢ(1)
E:(u,v,1/2)|E₁(1)⊕E₂(1)|E₁(1)⊕E₂(1)|E₁(1)⊕E₂(1)|E₁(1)⊕E₂(1)|E₁(1)⊕E₂(1)|E₁(1)⊕E₂(1)|E₁(1)⊕E₂(1)|E₁(1)⊕E₂(1)|E₁(1)⊕E₂(1)|E₁(1)⊕E₂(1)|E₁(1)⊕E₂(1)|E₁(1)⊕E₂(1)|E₁(1)⊕E₂(1)|E₁(1)⊕E₂(1)|E₁(1)⊕E₂(1)|E₁(1)⊕E₂(1)|E₁(1)⊕E₂(1)|E₁(1)⊕E₂(1)|E₁(1)⊕E₂(1)|E₁(1)⊕E₂(1)|E₁(1)⊕E₂(1)|E₁(1)⊕E₂(1)|E₁(1)⊕E₂(1)|E₁(1)⊕E₂(1)|3E₁(1)⊕3E₂(1)|3E₁(1)⊕3E₂(1)|E₃ˢ(1)⊕E₄ˢ(1)|E₃ˢ(1)⊕E₄ˢ(1)|E₃ˢ(1)⊕E₄ˢ(1)|E₃ˢ(1)⊕E₄ˢ(1)|E₃ˢ(1)⊕E₄ˢ(1)|E₃ˢ(1)⊕E₄ˢ(1)|E₃ˢ(1)⊕E₄ˢ(1)|E₃ˢ(1)⊕E₄ˢ(1)|E₃ˢ(1)⊕E₄ˢ(1)|E₃ˢ(1)⊕E₄ˢ(1)|E₃ˢ(1)⊕E₄ˢ(1)|E₃ˢ(1)⊕E₄ˢ(1)|E₃ˢ(1)⊕E₄ˢ(1)|E₃ˢ(1)⊕E₄ˢ(1)|E₃ˢ(1)⊕E₄ˢ(1)|E₃ˢ(1)⊕E₄ˢ(1)|E₃ˢ(1)⊕E₄ˢ(1)|E₃ˢ(1)⊕E₄ˢ(1)|E₃ˢ(1)⊕E₄ˢ(1)|E₃ˢ(1)⊕E₄ˢ(1)|E₃ˢ(1)⊕E₄ˢ(1)|E₃ˢ(1)⊕E₄ˢ(1)|E₃ˢ(1)⊕E₄ˢ(1)|E₃ˢ(1)⊕E₄ˢ(1)|3E₃ˢ(1)⊕3E₄ˢ(1)|3E₃ˢ(1)⊕3E₄ˢ(1)
Λ:(u,u,0)|2Λ₁(1)|2Λ₂(1)|2Λ₁(1)|2Λ₂(1)|2Λ₁(1)|2Λ₂(1)|Λ₁(1)⊕Λ₂(1)|Λ₁(1)⊕Λ₂(1)|Λ₁(1)⊕Λ₂(1)|Λ₁(1)⊕Λ₂(1)|Λ₁(1)⊕Λ₂(1)|Λ₁(1)⊕Λ₂(1)|2Λ₁(1)|2Λ₂(1)|2Λ₁(1)|2Λ₂(1)|2Λ₁(1)|2Λ₂(1)|2Λ₁(1)|2Λ₂(1)|2Λ₁(1)|2Λ₂(1)|2Λ₁(1)|2Λ₂(1)|3Λ₁(1)⊕3Λ₂(1)|3Λ₁(1)⊕3Λ₂(1)|2Λ₄ˢ(1)|2Λ₄ˢ(1)|2Λ₄ˢ(1)|2Λ₃ˢ(1)|2Λ₃ˢ(1)|2Λ₃ˢ(1)|Λ₃ˢ(1)⊕Λ₄ˢ(1)|Λ₃ˢ(1)⊕Λ₄ˢ(1)|Λ₃ˢ(1)⊕Λ₄ˢ(1)|Λ₃ˢ(1)⊕Λ₄ˢ(1)|Λ₃ˢ(1)⊕Λ₄ˢ(1)|Λ₃ˢ(1)⊕Λ₄ˢ(1)|2Λ₄ˢ(1)|2Λ₄ˢ(1)|2Λ₄ˢ(1)|2Λ₃ˢ(1)|2Λ₃ˢ(1)|2Λ₃ˢ(1)|2Λ₄ˢ(1)|2Λ₄ˢ(1)|2Λ₄ˢ(1)|2Λ₃ˢ(1)|2Λ₃ˢ(1)|2Λ₃ˢ(1)|3Λ₃ˢ(1)⊕3Λ₄ˢ(1)|3Λ₃ˢ(1)⊕3Λ₄ˢ(1)
Q:(u,u,1/2)|Q₁(1)⊕Q₂(1)|Q₁(1)⊕Q₂(1)|Q₁(1)⊕Q₂(1)|Q₁(1)⊕Q₂(1)|Q₁(1)⊕Q₂(1)|Q₁(1)⊕Q₂(1)|Q₁(1)⊕Q₂(1)|Q₁(1)⊕Q₂(1)|Q₁(1)⊕Q₂(1)|Q₁(1)⊕Q₂(1)|Q₁(1)⊕Q₂(1)|Q₁(1)⊕Q₂(1)|Q₁(1)⊕Q₂(1)|Q₁(1)⊕Q₂(1)|Q₁(1)⊕Q₂(1)|Q₁(1)⊕Q₂(1)|Q₁(1)⊕Q₂(1)|Q₁(1)⊕Q₂(1)|Q₁(1)⊕Q₂(1)|Q₁(1)⊕Q₂(1)|Q₁(1)⊕Q₂(1)|Q₁(1)⊕Q₂(1)|Q₁(1)⊕Q₂(1)|Q₁(1)⊕Q₂(1)|3Q₁(1)⊕3Q₂(1)|3Q₁(1)⊕3Q₂(1)|Q₃ˢ(1)⊕Q₄ˢ(1)|Q₃ˢ(1)⊕Q₄ˢ(1)|Q₃ˢ(1)⊕Q₄ˢ(1)|Q₃ˢ(1)⊕Q₄ˢ(1)|Q₃ˢ(1)⊕Q₄ˢ(1)|Q₃ˢ(1)⊕Q₄ˢ(1)|Q₃ˢ(1)⊕Q₄ˢ(1)|Q₃ˢ(1)⊕Q₄ˢ(1)|Q₃ˢ(1)⊕Q₄ˢ(1)|Q₃ˢ(1)⊕Q₄ˢ(1)|Q₃ˢ(1)⊕Q₄ˢ(1)|Q₃ˢ(1)⊕Q₄ˢ(1)|Q₃ˢ(1)⊕Q₄ˢ(1)|Q₃ˢ(1)⊕Q₄ˢ(1)|Q₃ˢ(1)⊕Q₄ˢ(1)|Q₃ˢ(1)⊕Q₄ˢ(1)|Q₃ˢ(1)⊕Q₄ˢ(1)|Q₃ˢ(1)⊕Q₄ˢ(1)|Q₃ˢ(1)⊕Q₄ˢ(1)|Q₃ˢ(1)⊕Q₄ˢ(1)|Q₃ˢ(1)⊕Q₄ˢ(1)|Q₃ˢ(1)⊕Q₄ˢ(1)|Q₃ˢ(1)⊕Q₄ˢ(1)|Q₃ˢ(1)⊕Q₄ˢ(1)|3Q₃ˢ(1)⊕3Q₄ˢ(1)|3Q₃ˢ(1)⊕3Q₄ˢ(1)
R:(u,0,1/2)|R₁(1)⊕R₂(1)|R₁(1)⊕R₂(1)|R₁(1)⊕R₂(1)|R₁(1)⊕R₂(1)|R₁(1)⊕R₂(1)|R₁(1)⊕R₂(1)|R₁(1)⊕R₂(1)|R₁(1)⊕R₂(1)|R₁(1)⊕R₂(1)|R₁(1)⊕R₂(1)|R₁(1)⊕R₂(1)|R₁(1)⊕R₂(1)|R₁(1)⊕R₂(1)|R₁(1)⊕R₂(1)|R₁(1)⊕R₂(1)|R₁(1)⊕R₂(1)|R₁(1)⊕R₂(1)|R₁(1)⊕R₂(1)|R₁(1)⊕R₂(1)|R₁(1)⊕R₂(1)|R₁(1)⊕R₂(1)|R₁(1)⊕R₂(1)|R₁(1)⊕R₂(1)|R₁(1)⊕R₂(1)|3R₁(1)⊕3R₂(1)|3R₁(1)⊕3R₂(1)|R₃ˢ(1)⊕R₄ˢ(1)|R₃ˢ(1)⊕R₄ˢ(1)|R₃ˢ(1)⊕R₄ˢ(1)|R₃ˢ(1)⊕R₄ˢ(1)|R₃ˢ(1)⊕R₄ˢ(1)|R₃ˢ(1)⊕R₄ˢ(1)|R₃ˢ(1)⊕R₄ˢ(1)|R₃ˢ(1)⊕R₄ˢ(1)|R₃ˢ(1)⊕R₄ˢ(1)|R₃ˢ(1)⊕R₄ˢ(1)|R₃ˢ(1)⊕R₄ˢ(1)|R₃ˢ(1)⊕R₄ˢ(1)|R₃ˢ(1)⊕R₄ˢ(1)|R₃ˢ(1)⊕R₄ˢ(1)|R₃ˢ(1)⊕R₄ˢ(1)|R₃ˢ(1)⊕R₄ˢ(1)|R₃ˢ(1)⊕R₄ˢ(1)|R₃ˢ(1)⊕R₄ˢ(1)|R₃ˢ(1)⊕R₄ˢ(1)|R₃ˢ(1)⊕R₄ˢ(1)|R₃ˢ(1)⊕R₄ˢ(1)|R₃ˢ(1)⊕R₄ˢ(1)|R₃ˢ(1)⊕R₄ˢ(1)|R₃ˢ(1)⊕R₄ˢ(1)|3R₃ˢ(1)⊕3R₄ˢ(1)|3R₃ˢ(1)⊕3R₄ˢ(1)
Σ:(u,0,0)|2Σ₁(1)|2Σ₂(1)|2Σ₁(1)|2Σ₂(1)|2Σ₁(1)|2Σ₂(1)|Σ₁(1)⊕Σ₂(1)|Σ₁(1)⊕Σ₂(1)|Σ₁(1)⊕Σ₂(1)|Σ₁(1)⊕Σ₂(1)|Σ₁(1)⊕Σ₂(1)|Σ₁(1)⊕Σ₂(1)|2Σ₁(1)|2Σ₂(1)|2Σ₁(1)|2Σ₂(1)|2Σ₁(1)|2Σ₂(1)|2Σ₁(1)|2Σ₂(1)|2Σ₁(1)|2Σ₂(1)|2Σ₁(1)|2Σ₂(1)|3Σ₁(1)⊕3Σ₂(1)|3Σ₁(1)⊕3Σ₂(1)|2Σ₄ˢ(1)|2Σ₄ˢ(1)|2Σ₄ˢ(1)|2Σ₃ˢ(1)|2Σ₃ˢ(1)|2Σ₃ˢ(1)|Σ₃ˢ(1)⊕Σ₄ˢ(1)|Σ₃ˢ(1)⊕Σ₄ˢ(1)|Σ₃ˢ(1)⊕Σ₄ˢ(1)|Σ₃ˢ(1)⊕Σ₄ˢ(1)|Σ₃ˢ(1)⊕Σ₄ˢ(1)|Σ₃ˢ(1)⊕Σ₄ˢ(1)|2Σ₄ˢ(1)|2Σ₄ˢ(1)|2Σ₄ˢ(1)|2Σ₃ˢ(1)|2Σ₃ˢ(1)|2Σ₃ˢ(1)|2Σ₄ˢ(1)|2Σ₄ˢ(1)|2Σ₄ˢ(1)|2Σ₃ˢ(1)|2Σ₃ˢ(1)|2Σ₃ˢ(1)|3Σ₃ˢ(1)⊕3Σ₄ˢ(1)|3Σ₃ˢ(1)⊕3Σ₄ˢ(1)
U:(1/2,0,w)|U₁(1)⊕U₂(1)|U₁(1)⊕U₂(1)|U₁(1)⊕U₂(1)|U₁(1)⊕U₂(1)|U₁(1)⊕U₂(1)|U₁(1)⊕U₂(1)|U₁(1)⊕U₂(1)|U₁(1)⊕U₂(1)|U₁(1)⊕U₂(1)|U₁(1)⊕U₂(1)|U₁(1)⊕U₂(1)|U₁(1)⊕U₂(1)|U₁(1)⊕U₂(1)|U₁(1)⊕U₂(1)|U₁(1)⊕U₂(1)|U₁(1)⊕U₂(1)|U₁(1)⊕U₂(1)|U₁(1)⊕U₂(1)|U₁(1)⊕U₂(1)|U₁(1)⊕U₂(1)|U₁(1)⊕U₂(1)|U₁(1)⊕U₂(1)|U₁(1)⊕U₂(1)|U₁(1)⊕U₂(1)|3U₁(1)⊕3U₂(1)|3U₁(1)⊕3U₂(1)|U₃ˢ(1)⊕U₄ˢ(1)|U₃ˢ(1)⊕U₄ˢ(1)|U₃ˢ(1)⊕U₄ˢ(1)|U₃ˢ(1)⊕U₄ˢ(1)|U₃ˢ(1)⊕U₄ˢ(1)|U₃ˢ(1)⊕U₄ˢ(1)|U₃ˢ(1)⊕U₄ˢ(1)|U₃ˢ(1)⊕U₄ˢ(1)|U₃ˢ(1)⊕U₄ˢ(1)|U₃ˢ(1)⊕U₄ˢ(1)|U₃ˢ(1)⊕U₄ˢ(1)|U₃ˢ(1)⊕U₄ˢ(1)|U₃ˢ(1)⊕U₄ˢ(1)|U₃ˢ(1)⊕U₄ˢ(1)|U₃ˢ(1)⊕U₄ˢ(1)|U₃ˢ(1)⊕U₄ˢ(1)|U₃ˢ(1)⊕U₄ˢ(1)|U₃ˢ(1)⊕U₄ˢ(1)|U₃ˢ(1)⊕U₄ˢ(1)|U₃ˢ(1)⊕U₄ˢ(1)|U₃ˢ(1)⊕U₄ˢ(1)|U₃ˢ(1)⊕U₄ˢ(1)|U₃ˢ(1)⊕U₄ˢ(1)|U₃ˢ(1)⊕U₄ˢ(1)|3U₃ˢ(1)⊕3U₄ˢ(1)|3U₃ˢ(1)⊕3U₄ˢ(1)
C:(u,u,w)|2C₁(1)|2C₁(1)|2C₁(1)|2C₁(1)|2C₁(1)|2C₁(1)|2C₁(1)|2C₁(1)|2C₁(1)|2C₁(1)|2C₁(1)|2C₁(1)|2C₁(1)|2C₁(1)|2C₁(1)|2C₁(1)|2C₁(1)|2C₁(1)|2C₁(1)|2C₁(1)|2C₁(1)|2C₁(1)|2C₁(1)|2C₁(1)|6C₁(1)|6C₁(1)|2C₂ˢ(1)|2C₂ˢ(1)|2C₂ˢ(1)|2C₂ˢ(1)|2C₂ˢ(1)|2C₂ˢ(1)|2C₂ˢ(1)|2C₂ˢ(1)|2C₂ˢ(1)|2C₂ˢ(1)|2C₂ˢ(1)|2C₂ˢ(1)|2C₂ˢ(1)|2C₂ˢ(1)|2C₂ˢ(1)|2C₂ˢ(1)|2C₂ˢ(1)|2C₂ˢ(1)|2C₂ˢ(1)|2C₂ˢ(1)|2C₂ˢ(1)|2C₂ˢ(1)|2C₂ˢ(1)|2C₂ˢ(1)|6C₂ˢ(1)|6C₂ˢ(1)
D:(u,0,w)|2D₁(1)|2D₁(1)|2D₁(1)|2D₁(1)|2D₁(1)|2D₁(1)|2D₁(1)|2D₁(1)|2D₁(1)|2D₁(1)|2D₁(1)|2D₁(1)|2D₁(1)|2D₁(1)|2D₁(1)|2D₁(1)|2D₁(1)|2D₁(1)|2D₁(1)|2D₁(1)|2D₁(1)|2D₁(1)|2D₁(1)|2D₁(1)|6D₁(1)|6D₁(1)|2D₂ˢ(1)|2D₂ˢ(1)|2D₂ˢ(1)|2D₂ˢ(1)|2D₂ˢ(1)|2D₂ˢ(1)|2D₂ˢ(1)|2D₂ˢ(1)|2D₂ˢ(1)|2D₂ˢ(1)|2D₂ˢ(1)|2D₂ˢ(1)|2D₂ˢ(1)|2D₂ˢ(1)|2D₂ˢ(1)|2D₂ˢ(1)|2D₂ˢ(1)|2D₂ˢ(1)|2D₂ˢ(1)|2D₂ˢ(1)|2D₂ˢ(1)|2D₂ˢ(1)|2D₂ˢ(1)|2D₂ˢ(1)|6D₂ˢ(1)|6D₂ˢ(1)
Ω:(u,v,w)|2Ω₁(1)|2Ω₁(1)|2Ω₁(1)|2Ω₁(1)|2Ω₁(1)|2Ω₁(1)|2Ω₁(1)|2Ω₁(1)|2Ω₁(1)|2Ω₁(1)|2Ω₁(1)|2Ω₁(1)|2Ω₁(1)|2Ω₁(1)|2Ω₁(1)|2Ω₁(1)|2Ω₁(1)|2Ω₁(1)|2Ω₁(1)|2Ω₁(1)|2Ω₁(1)|2Ω₁(1)|2Ω₁(1)|2Ω₁(1)|6Ω₁(1)|6Ω₁(1)|2Ω₂ˢ(1)|2Ω₂ˢ(1)|2Ω₂ˢ(1)|2Ω₂ˢ(1)|2Ω₂ˢ(1)|2Ω₂ˢ(1)|2Ω₂ˢ(1)|2Ω₂ˢ(1)|2Ω₂ˢ(1)|2Ω₂ˢ(1)|2Ω₂ˢ(1)|2Ω₂ˢ(1)|2Ω₂ˢ(1)|2Ω₂ˢ(1)|2Ω₂ˢ(1)|2Ω₂ˢ(1)|2Ω₂ˢ(1)|2Ω₂ˢ(1)|2Ω₂ˢ(1)|2Ω₂ˢ(1)|2Ω₂ˢ(1)|2Ω₂ˢ(1)|2Ω₂ˢ(1)|2Ω₂ˢ(1)|6Ω₂ˢ(1)|6Ω₂ˢ(1)
